"stockid","stockid_ramldb","common_name","species","species_orig","order","family","family_common","type","type1","country","region","area","source","comments","method","ssb_units","r_units","landings_units","f_age_vpa","r_age_vpa","r_age_vpa1","feed_type","egg_type","egg_diam","length_at_hatch","length_at_metamorph","deltaL","deltaN","spawn_location","spawn_lat_dm","spawn_long_dm","spawn_month","natmort","f01","fmax","fmed","sprf0","source_mat","lmat","lmat_m","lmat_f","tmat","tmat_m","tmat_f","r_length","r_age","r_age_m","r_age_f","source_growth","linf_in","k","t0","linf_in_m","k_m","t0_m","linf_in_f","k_f","t0_f","source_lw_ab","lw_a","lw_b","lw_a_m","lw_b_m","lw_a_f","lw_b_f","ssb_nyr","r_nyr","sr_nyr"
"SOCKCHL1",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","Canada","Canada West Coast","Chilko Lake, B.C.","J. Hume, Cultus Lake Lab, DFO.    Obtained from Mike Bradford.","Recruitment is Age 1.8 smolts and 5% are Age 2.8 smolts","Count","Numbers of Effective Females","Numbers of Smolts",NA,NA,"2",2,NA,NA,NA,NA,NA,NA,NA,NA,"52 06","-123 27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,44,44
"SOCKCHL2",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","Canada","Canada West Coast","Chilko River, B.C.","Roos, J.F. 1985. Restoring the Fraser River. A History of the International Pacific Salmon Fisheries Commission (Appendix K). Updated from Pers. Comm. with A. J. Cass, DFO, Pacific Biological Station, Nanaimo, B.C.",NA,"Count","Millions of Smolt","Fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52 06","-123 27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,43,41
"SOCKCHL3",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","Canada","Canada West Coast","Chilko Lake, B.C.","Personal communication with Al Cass.","Also in Roos, J.F. Restoring Fraser River.","Count","Million of Eggs","Millions of Fry",NA,NA,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,"52 06","-123 27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,33,33
"SOCKCOL",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","USA","US Oregon","Columbia River","IPSFC Bulletin 10.","Data on page 92.","SR","Thousands of fish","Thousands of fish",NA,NA,"4",4,NA,NA,NA,NA,NA,NA,NA,NA,"46 15","-124 05",NA,NA,NA,NA,NA,"1.0",NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,19,19
"SOCKDALN",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","Russia","Kamchatka","Lake Dalnee, Kamchatka","Foerster, R.E. 1968. The Sockeye Salmon, Oncorhynchus nerka. Fish. Res. Board of Can. Bulletin 162. Table 89 page 321.",NA,"Count","Millions of Eggs","Thousands of Smolt",NA,NA,"4",4,NA,NA,NA,NA,NA,NA,NA,NA,"52 30","157 54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,12,12
"SOCKECHL",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","Canada","Canada West Coast","Chilko South End, B.C.","Pers. Comm. with A. J. Cass, DFO, Pacific Biological Station, Nanaimo, B.C.",NA,"Count","Millions of Smolt","Fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51 16","-124 04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,16,14
"SOCKEG1",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","USA","US Alaska","Egegik River, Alaska","International North Pacific Fisheries Commission. Bull. 10.","Returns calculated without estimates of high-seas catches.","SR","Millions of fish","Millions","Millions of fish","5","5",5,NA,NA,NA,NA,NA,NA,NA,NA,"58 11","-157 24",NA,NA,NA,NA,NA,"1.0",NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,32,32
"SOCKEG2",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","USA","US Alaska","Egegik River, Alaska","International North Pacific Fisheries Commission. 1974. Information on recent changes in the salmon fisheries of Alaska and the condition of the stocks. INPFC Bull. 29: 37 p.","Data from table 21, page 83.  Returns calculated including estimates of high-seas catches.","SR","Millions of fish","Millions of fish","Millions of fish",NA,"5",5,NA,NA,NA,NA,NA,NA,NA,NA,"58 11","-157 24",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,14,14
"SOCKEG3",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","USA","US Alaska","Egegik River, Alaska","Alaskan department of Fisheries and Games; Updated with info from D.E. Rogers, Fisheries Research inst., Univ. of Washington , compiled from Alaska Fish and Game Reports.","Raw data in /mstorage/bridson/data/sockeyeoct26/sockeye_alaska.dat and /home/myers/psalmon","SR","Thousands of fish","Thousands of fish",NA,NA,"5",5,NA,NA,NA,NA,NA,NA,NA,NA,"58 11","-157 24",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,39,39
"SOCKEG4",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","USA","US Alaska","Egegik River, Alaska","Alaskan department of Fisheries and Games.","Raw data in /mstorage/bridson/data/sockeyeoct26/sockeye_alaska_smolt.dat.","SR","Numbers of fish","Numbers of smolts",NA,NA,"5",5,NA,NA,NA,NA,NA,NA,NA,NA,"58 11","-157 24",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,12,12
"SOCKFRASER",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","Canada","Canada West Coast","Fraser River, B.C.","IPSFC Bulletin XXVII, Table 16.","Escapement data fromt he total Fraser River, from table 16.","SR","Thousand fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50 54","-119 33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,0,0
"SOCKFRAZ",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","USA","US Alaska","Frazer Lake, Alaska","D.E. Rogers, Fisheries Research inst. , Univ. of Wahsington, compiled from Alaska Fish and Game Reports.","Raw data in /home/myers/psalmon.","SR","Thousands of fish","Thousands of fish",NA,NA,"5",5,NA,NA,NA,NA,NA,NA,NA,NA,"57 15","-154 08",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,24,24
"SOCKFUC1",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","Canada","Canada West Coast","Fulton River, Channel 1, B.C.","West, C. J., and J. C. Mason. 1987. Evaluation of sockeye salmon ({\it Oncorhynchus nerka}) production from the Babine Lake Development Project, p.176-190.  {\it In} H. D. Smith, L. Margolis, and C. C. Wood [ed.] Sockeye salmon ({\it Oncorhynchus nerka}) population biology and future management.  Can. Spec. Publ. Fish. Aquat. Sci. 96.",NA,"Count","Millions of eggs","Millions of fry",NA,NA,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,"54 48","-126 09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,21,21
"SOCKFUC2",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","Canada","Canada West Coast","Fulton River, Channel 2, B.C.","West, C. J., and J. C. Mason. 1987. Evaluation of sockeye salmon ({\it Oncorhynchus nerka}) production from the Babine Lake Development Project, p.176-190.  {\it In} H. D. Smith, L. Margolis, and C. C. Wood [ed.] Sockeye salmon ({\it Oncorhynchus nerka}) population biology and future management.  Can. Spec. Publ. Fish. Aquat. Sci. 96.",NA,"Count","Millions of eggs","Millions of fry",NA,NA,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,"54 48","-126 09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,17,17
"SOCKFULT",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","Canada","Canada West Coast","Fulton River, B.C.","Wood C., D. Rutherford, K. Pitre, K. Chapman. 1995. Assessment of freshwater production of sockeye salmon in Babine Lake. PSARC Working Paper S95-06.",NA,"Count","Numbers of Spawners","Millions of fry",NA,NA,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,"54 48","-126 09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,28,28
"SOCKGATE",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","Canada","Canada West Coast","Gates Creek, B.C.","Pers. Comm. with A. J. Cass, DFO, Pacific Biological Station, Nanaimo, B.C.",NA,"Count","Millions of Fry","Fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50 00","-118 00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,42,16
"SOCKHFLY",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","Canada","Canada West Coast","Horsefly River, B.C.","Pers. Comm. with A. J. Cass, DFO, Pacific Biological Station, Nanaimo, B.C.",NA,"SR","Fish","Fish","Fish","4","4",4,NA,NA,NA,NA,NA,NA,NA,NA,"52 28","-121 23",NA,NA,NA,NA,NA,"1.0",NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,39,39
"SOCKHFLY2",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","Canada","Canada West Coast","Horsefly River, B.C.","Pers. Comm. with A. J. Cass, DFO, Pacific Biological Station, Nanaimo, B.C.","This file is EF to Recruits (not female recruits like original file)","SR","Fish","Fish","Fish","4","4",4,NA,NA,NA,NA,NA,NA,NA,NA,"52 28","-121 23",NA,NA,NA,NA,NA,"1.0",NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,43,43
"SOCKIGU",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","USA","US Alaska","Igushik River, Alaska","International North Pacific Fisheries Commission. 1974. Information on recent changes in the salmon fisheries of Alaska and the condition of the stocks. INPFC Bull. 29: 37 p.","Data from table 24, page 89.","SR","Millions of fish","Millions of fish","Millions of fish",NA,"5",5,NA,NA,NA,NA,NA,NA,NA,NA,"58 40","-158 50",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,20,20
"SOCKIGU2",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","USA","US Alaska","Igushik River, Alaska","Alaskan Department of Fisheries and Games;D.E. Rogers, Fisheries Research inst., Univ of Washington , compiled from Alaska Fish and game Reports","Raw data in /mstorage/bridson/data/sockeyeoct26/sockeye_alaska.dat","SR","Thousands of fish","Thousands of fish",NA,NA,"5",5,NA,NA,NA,NA,NA,NA,NA,NA,"58 40","-158 50",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,39,39
"SOCKKAR",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","USA","US Alaska","Karluk River, Alaska","Rounsefell, G. A. Factors causing decline in Sockeye Salmon of Karluk River, Alaska.  Fishery Bulletin 130. from Fishery Bulletin of the Fish and Wildlife Service. Vol. 58.","Independent escapement estimates from 1921-1948 based on actual returns, other years spawners equals catch and escapement 5 years later, before 1921 escapement equals catch times 0.5385","SR","Thousands of fish","Thousands",NA,NA,"5",5,NA,NA,NA,NA,NA,NA,NA,NA,"57 34","-154 32",NA,NA,NA,NA,NA,"1.0",NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,62,62
"SOCKKARY",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","Russia","Kamchatka","Karymaisky Spring, Kamchatka","Semko, R.S. 1954. The stocks of west Kamchatka salmon and their commerical utilization. Izv. Tikhookean. Nauchno-issled. Inst. Rybn. Khoz. Okeanogr. 41:3-109. (Transl. from Russian; Fish. Res. Board Can. Transl. Ser. 288). Table 42",NA,"Count","Egg","Fry",NA,NA,"4",4,NA,NA,NA,NA,NA,NA,NA,NA,"52 30","157 00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8
"SOCKKAS",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","USA","US Alaska","Kasilof River, Alaska","D.E. Rogers, Fisheries Research Institute, Univ. of Washington, compiled from Alaska Fish and Games Reports","Raw data in /home/myers/psalmon","SR","Millions of fish","Millions of fish",NA,NA,"5",5,NA,NA,NA,NA,NA,NA,NA,NA,"60 21","-151 17",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,21,21
"SOCKKEN",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","USA","US Alaska","Kenai River, Alaska","D.E. Rogers, Fisheries Research Institute, Univ. of Washington, compiled from Alaska Fish and Games Reports","Raw data in /home/myers/psalmon","SR","Millions of fish","Millions of fish",NA,NA,"5",5,NA,NA,NA,NA,NA,NA,NA,NA,"60 33","-151 16",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,21,21
"SOCKKVC2",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","USA","US Alaska","Kvichak River, Alaska","Eggers, D. M., and D. E. Rogers. 1987. The cycle of runs of sockeye salmon ({\it Oncorhynchus nerka}) to the Kvichak River, Bristol Bay, Alaska: cyclic dominance or depensatory fishing?, p.343-366.  {\it In} H. D. Smith, L. Margolis, and C. C. Wood [ed.] Sockeye salmon (Oncorhynchus nerka) population biology and future management. Can. Spec. Publ. Fish. Aquat. Sci. 96.,  Updated with information from Alaskan department of Fisheries and Game","From Table 2. Raw data in /mstorage/bridson/data/sockeyeoct26/sockeye_alaska_smolt.dat","Count","Numbers of Fish","Numbers of Smolts",NA,NA,"3",3,NA,NA,NA,NA,NA,NA,NA,NA,"58 52","-157 03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,23,23
"SOCKKVIC",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","USA","US Alaska","Kvichak River, Alaska","Eggers, D. M., and D. E. Rogers. 1987. The cycle of runs of sockeye salmon ({\it Oncorhynchus nerka}) to the Kvichak River, Bristol Bay, Alaska: cyclic dominance or depensatory fishing?, p.343-366.  {\it In} H. D. Smith, L. Margolis, and C. C. Wood [ed.] Sockeye salmon (Oncorhynchus nerka) population biology and future management. Can. Spec. Publ. Fish. Aquat. Sci. 96, Updated with information from Alaskan department of fisheries and games.; Updated with info from D.E. Rogers, Fisheries Research inst. , Univ of Washington, compiled from Alaska Fish and Game Reports","Raw data in /mstorage/bridson/data/sockeyeoct26/sockeye_alaska.dat and /home/myers/psalmon.","SR","Thousands of fish","Thousands",NA,NA,"3",3,NA,NA,NA,NA,NA,NA,NA,NA,"58 52","-157 03",NA,NA,NA,NA,NA,"1.0",NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,38,38
"SOCKLKIT",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","USA","US Alaska","Little Kitoi Lake, Afognak Is., Alaska","Foerster, R.E. 1968. The Sockeye Salmon, Oncorhynchus nerka. Fish. Res. Board of Can. Bulletin 162. Table 87 page 319.",NA,"Count","Thousands of Eggs","Smolts",NA,NA,"4",4,NA,NA,NA,NA,NA,NA,NA,NA,"58 11","-152 27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7
"SOCKLLSE",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","Canada","Canada West Coast","Lakelse Lake, B.C.","Foerster, R.E. 1968. The Sockeye Salmon, Oncorhynchus nerka. Fish. Res. Board of Can. Bulletin 162. Table 84",NA,"Count","Millions of Eggs","Thousands of Smolt",NA,NA,"4",4,NA,NA,NA,NA,NA,NA,NA,NA,"54 23","-128 33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8,8
"SOCKLNAD",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","Canada","Canada West Coast","Late Nadina River, B.C.","Pers. Comm. with A. J. Cass, DFO, Pacific Biological Station, Nanaimo, B.C.",NA,"Count","Millions of Fry","Fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53 59","-126 31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,41,11
"SOCKLPNK",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","Canada","Canada West Coast","Pinkut Creek, B.C.","Wood C., D. Rutherford, K. Pitre, K. Chapman. 1995. Assessment of freshwater production of sockeye salmon in Babine Lake. PSARC Working Paper S95-06.","These data are for Lower Pinkut Creek.","Count","Numbers of Spawners","Millions of fry",NA,NA,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,"54 27","-125 27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,26,26
"SOCKLSTU",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","Canada","Canada West Coast","Late Stuart Complex, B.C.","Pers. Comm. with A. J. Cass, DFO, Pacific Biological Station, Nanaimo, B.C.",NA,"SR","Fish","Fish","Fish","4","4",4,NA,NA,NA,NA,NA,NA,NA,NA,"53 59","-123 32",NA,NA,NA,NA,NA,"1.0",NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,39,38
"SOCKLSTU2",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","Canada","Canada West Coast","Late Stuart Complex, B.C.","Pers. Comm. with A. J. Cass, DFO, Pacific Biological Station, Nanaimo, B.C.","This file is EF to Recruits(Not just female recruits as in the other file)","SR","Fish","Fish","Fish","4","4",4,NA,NA,NA,NA,NA,NA,NA,NA,"53 59","-123 32",NA,NA,NA,NA,NA,"1.0",NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,43,42
"SOCKNAK1",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","USA","US Alaska","Naknek-Kvichak Rivers, Alaska","International North Pacific Fisheries Commission. Bull. 10.","Returns calculated without estimates of high-seas catches.","SR","Millions of fish","Millions","Millions of fish","5","5",5,NA,NA,NA,NA,NA,NA,NA,NA,"58 46","-157 01",NA,NA,NA,NA,NA,"1.0",NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,32,32
"SOCKNAK2",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","USA","US Alaska","Naknek River, Alaska","International North Pacific Fisheries Commission. 1974. Information on recent changes in the salmon fisheries of Alaska and the condition of the stocks. INPFC Bull. 29: 37 p.","Data from table 19, page 80.  Returns calculated including estimates of high-seas catches.","SR","Millions of fish","Millions of fish","Millions of fish",NA,"5",5,NA,NA,NA,NA,NA,NA,NA,NA,"58 40","-157 00",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,14,14
"SOCKNAK3",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","USA","US Alaska","Naknek, Alaska","Alaskan Department of Fisheries and Games; updated with info from D.E. Rogers, Fisheries Research inst. , University of Washington, compiled from Alaska Fish and Game Reports","Raw data in /mstorage/bridson/data/sockeyeoct26/sockeye_alaska.dat. and in /home/myers/psalmon","SR","Thousands of fish","Thousands of fish",NA,NA,"5",5,NA,NA,NA,NA,NA,NA,NA,NA,"58 40","-157 00",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,38,38
"SOCKNUSH",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","USA","US Alaska","Nushagak River, Alaska","International North Pacific Fisheries Commission. Bull. 10.",NA,"SR","Millions of fish","Millions","Millions of fish","5","5",5,NA,NA,NA,NA,NA,NA,NA,NA,"59 03","-158 23",NA,NA,NA,NA,NA,"1.0",NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,32,32
"SOCKNUY",NA,"Sockeye salmon","Oncorhynchus nerka","Oncorhynchus nerka","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","USA","US Alaska","Nuyakuk River, Alaska","International North Pacific Fisheries Commission. 1974. Information on recent changes in the salmon fisheries of Alaska and the condition of the stocks. INPFC Bull. 29: 37 p.","Data from table 25, page 90.","SR","Millions of fish","Millions of fish","Millions of fish",NA,"5",5,NA,NA,NA,NA,NA,NA,NA,NA,"59 55","-158 15",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,20,20
